data;p_soja
19/08/2021;175.68
20/08/2021;174.94
23/08/2021;172.57
24/08/2021;171.86
25/08/2021;170.99
26/08/2021;171.19
27/08/2021;169.53
30/08/2021;168.51
31/08/2021;166.95
01/09/2021;165.84
02/09/2021;167.12
03/09/2021;170.42
06/09/2021;169.07
08/09/2021;172.02
09/09/2021;172.7
10/09/2021;173.42
13/09/2021;171.98
14/09/2021;173.43
15/09/2021;175.24
16/09/2021;175.95
17/09/2021;175.44
20/09/2021;173.64
21/09/2021;172.02
22/09/2021;172.43
23/09/2021;173.12
24/09/2021;173.73
27/09/2021;173.85
28/09/2021;174.99
29/09/2021;175.42
30/09/2021;175.59
01/10/2021;170.95
04/10/2021;169.69
05/10/2021;170.7
06/10/2021;172.58
07/10/2021;171.21
08/10/2021;172.52
11/10/2021;171.78
13/10/2021;168.3
14/10/2021;167.68
15/10/2021;168.55
18/10/2021;168.55
19/10/2021;169.89
20/10/2021;172.99
21/10/2021;174.69
22/10/2021;174.62
25/10/2021;171.97
26/10/2021;171.58
27/10/2021;171.79
28/10/2021;172.17
29/10/2021;171.13
01/11/2021;171.21
03/11/2021;168.17
04/11/2021;165.21
05/11/2021;162.72
08/11/2021;161
09/11/2021;160.48
10/11/2021;159.93
11/11/2021;158.88
12/11/2021;159.17
16/11/2021;163.71
17/11/2021;166.1
18/11/2021;167.78
19/11/2021;167.72
22/11/2021;169.82
23/11/2021;172.05
24/11/2021;170.19
25/11/2021;170.58
26/11/2021;166.3
29/11/2021;168.09
30/11/2021;166.76
01/12/2021;166.71
02/12/2021;167.55
03/12/2021;170.56
06/12/2021;168.21
07/12/2021;167.79
08/12/2021;165.97
09/12/2021;165.16
10/12/2021;166.05
13/12/2021;165.93
14/12/2021;166.35
15/12/2021;169.04
16/12/2021;171.26
17/12/2021;171.42
20/12/2021;171.53
21/12/2021;171.7
22/12/2021;174.59
23/12/2021;174.44
27/12/2021;176.06
28/12/2021;176.21
29/12/2021;176.42
30/12/2021;172.34
03/01/2022;174.91
04/01/2022;179.13
05/01/2022;182.14
06/01/2022;180.62
07/01/2022;180.7
10/01/2022;180.66
11/01/2022;180.27
12/01/2022;178.3
13/01/2022;177.41
14/01/2022;176.56
17/01/2022;176.72
18/01/2022;176.16
19/01/2022;176.86
20/01/2022;179.39
21/01/2022;180.15
24/01/2022;179.47
25/01/2022;179.73
26/01/2022;184.22
27/01/2022;181.48
28/01/2022;183.8
31/01/2022;184.29
01/02/2022;188.67
02/02/2022;192.71
03/02/2022;191.98
04/02/2022;193.36
07/02/2022;197.85
08/02/2022;196.56
09/02/2022;197.19
10/02/2022;198.33
11/02/2022;195.85
14/02/2022;191.08
15/02/2022;189.54
16/02/2022;189.59
17/02/2022;195.11
18/02/2022;195.9
